Giocatore 1;Giocatore 2;Torneo;Data;Turno;Superficie;Risultato;K1;K2;Sets;Odds;Totale;;;
(1) Novak Djokovic;(2) Rafael Nadal;Australian Open - Melbourne;27/01/2019;Final;Hard;6-3 6-2 6-3;1.862;2.07;3-0;-10;26;;0-0 [*0-0] [*15-0] [*30-0] [*40-0] 1-0 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] 2-0 [*0-0] [*15-0] [*30-0] [*40-0] 3-0 [0-0*] [15-0*] [15-15*] [30-15*] [30-30*] [40-30*] [40-40*] [40-A*] 3-1 [*0-0] [*15-0] [*30-0] [*40-0] 4-1 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [30-40*] 4-2 [0-0*] [*15-0] [*30-0] [*40-0] 5-2 [0-0*] [0-15*] [0-30*] [0-40*] 5-3 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-3 0-0 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [30-40*] 6-3 0-1 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 1-1 [*0-0] [0-15*] [15-15*] [30-15*] [30-30*] [30-40*] 6-3 1-2 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 6-3 2-2 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] 6-3 3-2 [0-0*] [*0-15] [*15-15] [*15-30] [*30-30] [*40-30] [*40-40] [*A-40] [*40-40] [*A-40] 6-3 4-2 [*0-0] [0-15*] [15-15*] [30-15*] [40-15*] 6-3 5-2 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 6-2 0-0 [*0-0] [0-15*] [15-15*] [15-30*] [30-30*] [30-40*] 6-3 6-2 0-1 [0-0*] [*15-0] [*30-0] [*40-0] 6-3 6-2 1-1 [0-0*] [0-15*] [15-15*] [30-15*] [40-15*] [40-30*] 6-3 6-2 2-1 [0-0*] [*0-15] [*15-15] [*30-15] [*40-15] 6-3 6-2 3-1 [*0-0] [0-15*] [0-30*] [0-40*] [15-40*] 6-3 6-2 3-2 [*0-0] [*15-0] [*15-15] [*30-15] [*30-30] [*30-40] [*40-40] [*A-40] 6-3 6-2 4-2 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] 6-3 6-2 4-3 [0-0*] [*0-15] [*15-15] [*30-15] [*30-30] [*40-30] [*40-40] [*A-40] 6-3 6-2 5-3 [*0-0] [0-15*] [15-15*] [30-15*] [40-15*] [40-30*] 6-3 6-2 6-3 [*0-0];"Aces: 8 : 3; Double Faults: 0 : 2; Unforced Errors: 9 : 28; 1st Serve: 50[69] : 47[73]; Winning on 1st Serve: 40[50] : 24[47]; Winning on 2nd Serve: 16[19] : 16[26]; Receiving Points Won: 31[73] : 13[69]; Winners (Includ. Service): 34 : 21; Break Point Conversions: 5[8] : 0[1]; Net Approaches: 16[18] : 7[14]; Total Points Won: 89 : 53; Fastest Serve: 197 : 205; Average 1st Serve Speed: 186 : 185; Average 2nd Serve Speed: 156 : 157; Time: 02:04:00"
(1) Novak Djokovic;(28) Lucas Pouille;Australian Open - Melbourne;25/01/2019;01-feb;Hard;6-0 6-2 6-2;1.063;12.65;3-0;-14;22;;0-0 [*0-0] [*15-0] [*15-15] [*15-30] [*30-30] [*40-30] [*40-40] [*A-40] 1-0 [*0-0] [15-0*] [15-15*] [30-15*] [40-15*] [40-30*] [40-40*] [A-40*] 2-0 [0-0*] [*15-0] [*30-0] [*40-0] 3-0 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [40-30*] [40-40*] [40-A*] [40-40*] [A-40*] 4-0 [*0-0] [*15-0] [*30-0] [*40-0] 5-0 [*0-0] [15-0*] [15-15*] [30-15*] [40-15*] [40-30*] 6-0 0-0 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] 6-0 1-0 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 6-0 1-1 [0-0*] [*15-0] [*15-15] [*30-15] [*40-15] [*40-30] 6-0 2-1 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [40-30*] 6-0 3-1 [*0-0] [*15-0] [*30-0] [*40-0] 6-0 4-1 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] 6-0 4-2 [*0-0] [*15-0] [*30-0] [*40-0] 6-0 5-2 [0-0*] [15-0*] [15-15*] [30-15*] [30-30*] [30-40*] [40-40*] [40-A*] [40-40*] [A-40*] 6-0 6-2 0-0 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*40-30] 6-0 6-2 1-0 [0-0*] [15-0*] [15-15*] [30-15*] [30-30*] [30-40*] 6-0 6-2 1-1 [*0-0] [*15-0] [*30-0] [*40-0] 6-0 6-2 2-1 [*0-0] [15-0*] [15-15*] [30-15*] [30-30*] [30-40*] [40-40*] [A-40*] 6-0 6-2 3-1 [*0-0] [*15-0] [*30-0] [*40-0] 6-0 6-2 4-1 [0-0*] [0-15*] [0-30*] [0-40*] 6-0 6-2 4-2 [*0-0] [*15-0] [*30-0] [*40-0] 6-0 6-2 5-2 [0-0*] [0-15*] [15-15*] [30-15*] [40-15*] [40-30*] 6-0 6-2 6-2 [*0-0];"Aces: 6 : 4; Double Faults: 0 : 3; Unforced Errors: 5 : 27; 1st Serve: 38[53] : 40[74]; Winning on 1st Serve: 32[38] : 27[40]; Winning on 2nd Serve: 13[15] : 9[34]; Receiving Points Won: 35[74] : 8[53]; Winners (Includ. Service): 24 : 18; Break Point Conversions: 7[12] : 0[0]; Net Approaches: 9[14] : 6[13]; Total Points Won: 83 : 44; Fastest Serve: 199 : 211; Average 1st Serve Speed: 187 : 189; Average 2nd Serve Speed: 162 : 159; Time: 01:23:00"
(2) Rafael Nadal;(14) Stefanos Tsitsipas;Australian Open - Melbourne;24/01/2019;01-feb;Hard;6-2 6-4 6-0;1.164;6.23;3-0;-12;24;;0-0 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 0-1 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*40-30] 1-1 [0-0*] [0-15*] [15-15*] [30-15*] [30-30*] [40-30*] 2-1 [*0-0] [*15-0] [*30-0] [*40-0] 3-1 [0-0*] [0-15*] [0-30*] [0-40*] 3-2 [*0-0] [*15-0] [*30-0] [*40-0] 4-2 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] [30-40*] [40-40*] [A-40*] 5-2 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-2 0-0 [0-0*] [0-15*] [0-30*] [0-40*] 6-2 0-1 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] 6-2 1-1 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] 6-2 1-2 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] [*40-30] 6-2 2-2 [0-0*] [15-0*] [30-0*] [40-0*] [40-15*] [40-30*] [40-40*] [40-A*] 6-2 2-3 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] 6-2 3-3 [0-0*] [0-15*] [0-30*] [0-40*] 6-2 3-4 [*0-0] [*15-0] [*30-0] [*40-0] 6-2 4-4 [0-0*] [0-15*] [15-15*] [30-15*] [40-15*] [40-30*] 6-2 5-4 [*0-0] [*15-0] [*30-0] [*40-0] 6-2 6-4 0-0 [0-0*] [15-0*] [30-0*] [40-0*] [40-15*] 6-2 6-4 1-0 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] 6-2 6-4 2-0 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [40-30*] 6-2 6-4 3-0 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-2 6-4 4-0 [0-0*] [15-0*] [30-0*] [40-0*] 6-2 6-4 5-0 [*0-0] [*0-15] [*15-15] [*30-15] [*30-30] [*30-40] [*40-40] [*A-40] 6-2 6-4 6-0 [0-0*];"Aces: 5 : 5; Double Faults: 0 : 2; Unforced Errors: 14 : 22; 1st Serve: 40[61] : 45[65]; Winning on 1st Serve: 34[40] : 29[45]; Winning on 2nd Serve: 15[21] : 6[20]; Receiving Points Won: 28[65] : 12[61]; Winners (Includ. Service): 28 : 17; Break Point Conversions: 6[11] : 0[1]; Net Approaches: 18[22] : 10[19]; Total Points Won: 79 : 47; Fastest Serve: 198 : 207; Average 1st Serve Speed: 183 : 186; Average 2nd Serve Speed: 155 : 155; Time: 01:46:00"
(1) Novak Djokovic;(8) Kei Nishikori;Australian Open - Melbourne;23/01/2019;01-apr;Hard;6-1 4-1 ret.;1.111;8.36;;;;;0-0 [*0-0] [*15-0] [*30-0] [*40-0] 1-0 [0-0*] [0-15*] [15-15*] [30-15*] [30-30*] [30-40*] [40-40*] [40-A*] [40-40*] [A-40*] 2-0 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] 3-0 [*0-0] [0-15*] [15-15*] [15-30*] [30-30*] [30-40*] [40-40*] [40-A*] [40-40*] [40-A*] 3-1 [*0-0] [*0-15] [*15-15] [*30-15] [*30-30] [*40-30] [*40-40] [*A-40] 4-1 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [30-40*] [40-40*] [40-A*] [40-40*] [A-40*] 5-1 [0-0*] [*15-0] [*30-0] [*40-0] 6-1 0-0 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 6-1 0-1 [*0-0] [*15-0] [*30-0] [*40-0] 6-1 1-1 [0-0*] [15-0*] [30-0*] [40-0*] 6-1 2-1 [*0-0] [*15-0] [*30-0] [*40-0] 6-1 3-1 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [30-40*] [40-40*] [A-40*] 6-1 4-1 [*0-0];"Aces: 2 : 0; Double Faults: 1 : 3; Unforced Errors: 9 : 28; 1st Serve: 20[29] : 33[47]; Winning on 1st Serve: 17[20] : 16[33]; Winning on 2nd Serve: 8[9] : 5[14]; Receiving Points Won: 23[47] : 3[29]; Winners (Includ. Service): 14 : 5; Break Point Conversions: 4[4] : 0[0]; Net Approaches: 5[7] : 3[6]; Total Points Won: 51 : 25; Fastest Serve: 195 : 190; Average 1st Serve Speed: 189 : 170; Average 2nd Serve Speed: 160 : 137; Time: 00:52:00"
(28) Lucas Pouille;(16) Milos Raonic;Australian Open - Melbourne;23/01/2019;01-apr;Hard;7-6(4) 6-3 6-7(2) 6-4;5.5;1.194;03-gen;-5;45;;0-0 [0-0*] [0-15*] [0-30*] [0-40*] 0-1 [*0-0] [*0-15] [*0-30] [*15-30] [*15-40] 0-2 [0-0*] [0-15*] [0-30*] [0-40*] 0-3 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] 1-3 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [30-40*] [40-40*] [A-40*] [40-40*] [40-A*] 1-4 [*0-0] [*15-0] [*30-0] [*40-0] 2-4 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [30-40*] 2-5 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 3-5 [0-0*] [0-15*] [15-15*] [30-15*] [40-15*] 4-5 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] 5-5 [*0-0] [15-0*] [30-0*] [40-0*] [40-15*] [40-30*] [40-40*] [40-A*] 5-6 [*0-0] [*15-0] [*30-0] [*30-15] [*30-30] [*40-30] 6-6 [0-0*] [*0-1] [*1-1] [2-1*] [2-2*] [*3-2] [*3-3] [4-3*] [5-3*] [*5-4] [*6-4] 7-6 0-0 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 7-6 1-0 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] 7-6 1-1 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] 7-6 2-1 [*0-0] [0-15*] [15-15*] [15-30*] [30-30*] [40-30*] 7-6 3-1 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] 7-6 4-1 [0-0*] [0-15*] [15-15*] [30-15*] [30-30*] [30-40*] 7-6 4-2 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] 7-6 5-2 [0-0*] [0-15*] [0-30*] [0-40*] 7-6 5-3 [*0-0] [*15-0] [*30-0] [*40-0] 7-6 6-3 0-0 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] 7-6 6-3 0-1 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*40-30] 7-6 6-3 1-1 [*0-0] [15-0*] [15-15*] [30-15*] [30-30*] [30-40*] 7-6 6-3 1-2 [*0-0] [*15-0] [*30-0] [*40-0] 7-6 6-3 2-2 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] [30-40*] 7-6 6-3 2-3 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 7-6 6-3 3-3 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] [40-30*] [40-40*] [40-A*] 7-6 6-3 3-4 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] [*40-30] 7-6 6-3 4-4 [0-0*] [15-0*] [15-15*] [30-15*] [30-30*] [40-30*] [40-40*] [A-40*] [40-40*] [40-A*] [40-40*] [40-A*] [40-40*] [*40-A] 7-6 6-3 4-5 [0-0*] [*0-15] [*15-15] [*30-15] [*30-30] [*40-30] 7-6 6-3 5-5 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] 7-6 6-3 5-6 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] [*40-30] 7-6 6-3 6-6 [0-0*] [*0-1] [*0-2] [0-3*] [0-4*] [*0-5] [*0-6] [1-6*] [2-6*] 7-6 6-3 6-7 0-0 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 7-6 6-3 6-7 1-0 [*0-0] [15-0*] [15-15*] [15-30*] [30-30*] [40-30*] [40-40*] [40-A*] 7-6 6-3 6-7 1-1 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 7-6 6-3 6-7 2-1 [0-0*] [0-15*] [0-30*] [0-40*] 7-6 6-3 6-7 2-2 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] 7-6 6-3 6-7 3-2 [*0-0] [0-15*] [15-15*] [15-30*] [15-40*] [30-40*] [40-40*] [40-A*] 7-6 6-3 6-7 3-3 [*0-0] [*15-0] [*30-0] [*40-0] 7-6 6-3 6-7 4-3 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] 7-6 6-3 6-7 4-4 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] [*40-30] 7-6 6-3 6-7 5-4 [0-0*] [15-0*] [15-15*] [30-15*] [30-30*] [30-40*] [40-40*] [A-40*] [40-40*] [A-40*] [40-40*] [A-40*] 7-6 6-3 6-7 6-4 [*0-0];"Aces: 14 : 25; Double Faults: 4 : 6; Unforced Errors: 24 : 34; 1st Serve: 80[122] : 87[149]; Winning on 1st Serve: 67[80] : 62[87]; Winning on 2nd Serve: 24[42] : 35[62]; Receiving Points Won: 46[149] : 27[122]; Winners (Includ. Service): 62 : 59; Break Point Conversions: 3[14] : 1[1]; Net Approaches: 15[24] : 47[81]; Total Points Won: 143 : 128; Fastest Serve: 209 : 216; Average 1st Serve Speed: 190 : 193; Average 2nd Serve Speed: 159 : 166; Time: 03:02:00"
(2) Rafael Nadal;Frances Tiafoe;Australian Open - Melbourne;22/01/2019;01-apr;Hard;6-3 6-4 6-2;1.069;11.87;3-0;-9;27;;0-0 [*0-0] [*15-0] [*30-0] [*40-0] 1-0 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [30-40*] [40-40*] [A-40*] 2-0 [*0-0] [*15-0] [*30-0] [*40-0] 3-0 [0-0*] [0-15*] [0-30*] [0-40*] 3-1 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 4-1 [0-0*] [0-15*] [0-30*] [0-40*] 4-2 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] 5-2 [*0-0] [15-0*] [15-15*] [15-30*] [30-30*] [30-40*] 5-3 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 6-3 0-0 [0-0*] [15-0*] [30-0*] [40-0*] 6-3 1-0 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 2-0 [0-0*] [0-15*] [15-15*] [30-15*] [30-30*] [30-40*] 6-3 2-1 [0-0*] [*0-15] [*0-30] [*15-30] [*30-30] [*30-40] [*40-40] [*40-A] [*40-40] [*A-40] [*40-40] [*A-40] [*40-40] [*A-40] 6-3 3-1 [0-0*] [0-15*] [0-30*] [0-40*] 6-3 3-2 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-3 4-2 [0-0*] [0-15*] [15-15*] [15-30*] [*15-40] 6-3 4-3 [0-0*] [*15-0] [*15-15] [*30-15] [*30-30] [*40-30] 6-3 5-3 [0-0*] [15-0*] [15-15*] [30-15*] [40-15*] [40-30*] [40-40*] [A-40*] [40-40*] [40-A*] 6-3 5-4 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 6-4 0-0 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] [40-30*] 6-3 6-4 1-0 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] [*40-30] 6-3 6-4 2-0 [0-0*] [0-15*] [0-30*] [0-40*] 6-3 6-4 2-1 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] 6-3 6-4 3-1 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [30-40*] 6-3 6-4 3-2 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-3 6-4 4-2 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] 6-3 6-4 5-2 [0-0*] [*15-0] [*30-0] [*30-15] [*40-15] 6-3 6-4 6-2 [0-0*];"Aces: 11 : 13; Double Faults: 0 : 0; Unforced Errors: 23 : 34; 1st Serve: 57[77] : 54[72]; Winning on 1st Serve: 48[57] : 38[54]; Winning on 2nd Serve: 12[20] : 6[18]; Receiving Points Won: 28[72] : 17[77]; Winners (Includ. Service): 29 : 24; Break Point Conversions: 4[8] : 0[2]; Net Approaches: 9[11] : 4[11]; Total Points Won: 88 : 61; Fastest Serve: 203 : 206; Average 1st Serve Speed: 183 : 186; Average 2nd Serve Speed: 156 : 150; Time: 01:47:00"
(14) Stefanos Tsitsipas;(22) Roberto Bautista Agut;Australian Open - Melbourne;22/01/2019;01-apr;Hard;7-5 4-6 6-4 7-6(2);1.714;2.29;03-gen;-3;45;;0-0 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] [*40-30] [*40-40] [*40-A] 0-1 [0-0*] [0-15*] [0-30*] [0-40*] 0-2 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*40-30] 1-2 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [40-30*] [40-40*] [40-A*] 1-3 [*0-0] [*15-0] [*30-0] [*40-0] 2-3 [0-0*] [0-15*] [0-30*] [0-40*] 2-4 [*0-0] [*0-15] [*15-15] [*30-15] [*30-30] [*40-30] 3-4 [0-0*] [15-0*] [15-15*] [30-15*] [30-30*] [40-30*] 4-4 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] [*40-30] [*40-40] [*A-40] 5-4 [0-0*] [15-0*] [15-15*] [30-15*] [30-30*] [30-40*] 5-5 [0-0*] [*15-0] [*30-0] [*40-0] 6-5 [0-0*] [15-0*] [15-15*] [30-15*] [40-15*] [40-30*] 7-5 0-0 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 7-5 1-0 [*0-0] [*0-15] [0-30*] [0-40*] 7-5 1-1 [*0-0] [*0-15] [*15-15] [*15-30] [*15-40] 7-5 1-2 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [30-40*] 7-5 1-3 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 7-5 2-3 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] 7-5 2-4 [*0-0] [*15-0] [*30-0] [*40-0] 7-5 3-4 [0-0*] [0-15*] [0-30*] [0-40*] 7-5 3-5 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] [*40-30] [*40-40] [*A-40] [*40-40] [*A-40] [*40-40] [*A-40] 7-5 4-5 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 7-5 4-6 0-0 [*0-0] [*0-15] [*0-30] [*15-30] [*30-30] [*40-30] [*40-40] [*A-40] 7-5 4-6 1-0 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 7-5 4-6 1-1 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 7-5 4-6 2-1 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] 7-5 4-6 2-2 [*0-0] [*0-15] [*0-30] [*0-40] [*15-40] 7-5 4-6 2-3 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 7-5 4-6 2-4 [*0-0] [*15-0] [*15-15] [*30-15] [*30-30] [*40-30] 7-5 4-6 3-4 [0-0*] [0-15*] [15-15*] [30-15*] [40-15*] [40-30*] [40-40*] [A-40*] 7-5 4-6 4-4 [*0-0] [*15-0] [*15-15] [*30-15] [*30-30] [*40-30] 7-5 4-6 5-4 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [40-30*] [40-40*] [40-A*] [40-40*] [A-40*] [40-40*] [A-40*] 7-5 4-6 6-4 0-0 [0-0*] [*15-0] [*30-0] [*40-0] [*40-15] 7-5 4-6 6-4 1-0 [0-0*] [0-15*] [0-30*] [0-40*] 7-5 4-6 6-4 1-1 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 7-5 4-6 6-4 2-1 [0-0*] [0-15*] [0-30*] [0-40*] 7-5 4-6 6-4 2-2 [*0-0] [*15-0] [*30-0] [*40-0] 7-5 4-6 6-4 3-2 [0-0*] [0-15*] [0-30*] [0-40*] 7-5 4-6 6-4 3-3 [*0-0] [*15-0] [*30-0] [*40-0] 7-5 4-6 6-4 4-3 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] [30-40*] 7-5 4-6 6-4 4-4 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] 7-5 4-6 6-4 5-4 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 7-5 4-6 6-4 5-5 [*0-0] [*15-0] [*30-0] [*40-0] 7-5 4-6 6-4 6-5 [*0-0] [15-0*] [30-0*] [30-15*] [30-30*] [40-30*] [40-40*] [40-A*] 7-5 4-6 6-4 6-6 [*0-0] [1-0*] [2-0*] [*3-0] [*3-1] [3-2*] [4-2*] [*5-2] [*6-2] 7-5 4-6 6-4 7-6 [0-0*];"Aces: 22 : 6; Double Faults: 3 : 2; Unforced Errors: 38 : 32; 1st Serve: 74[129] : 88[128]; Winning on 1st Serve: 62[74] : 64[88]; Winning on 2nd Serve: 27[55] : 22[40]; Receiving Points Won: 40[128] : 37[129]; Winners (Includ. Service): 68 : 50; Break Point Conversions: 4[11] : 3[4]; Net Approaches: 19[33] : 18[22]; Total Points Won: 131 : 126; Fastest Serve: 207 : 192; Average 1st Serve Speed: 186 : 174; Average 2nd Serve Speed: 155 : 150; Time: 03:15:00"
