Giocatore 1;Giocatore 2;Torneo;Data;Turno;Superficie;Risultato;K1;K2;Sets;Odds;Totale;;;
Rafael Nadal;Dominic Thiem;French Open - Paris;09/06/2019;Final;Clay;6-3 5-7 6-1 6-1;1.239;4.61;03-gen;-11;35;;0-0 [*0-0] [*15-0] [*15-15] [*15-30] [*30-30] [*40-30] 1-0 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [30-40*] 1-1 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] [*40-30] [*40-40] [*A-40] 2-1 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 2-2 [*0-0] [*15-0] [*30-0] [*30-15] [*30-30] [*30-40] 2-3 [0-0*] [15-0*] [30-0*] [40-0*] [40-15*] 3-3 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*30-40] [*40-40] [*A-40] [*40-40] [*A-40] [*40-40] [*A-40] 4-3 [0-0*] [15-0*] [15-15*] [30-15*] [40-15*] 5-3 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-3 0-0 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] 6-3 0-1 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 1-1 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] [30-40*] 6-3 1-2 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 2-2 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] 6-3 2-3 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 3-3 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 6-3 3-4 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-3 4-4 [0-0*] [0-15*] [0-30*] [0-40*] 6-3 4-5 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 5-5 [0-0*] [0-15*] [0-30*] [0-40*] 6-3 5-6 [*0-0] [*15-0] [*15-15] [*15-30] [*15-40] 6-3 5-7 0-0 [0-0*] [15-0*] [30-0*] [40-0*] 6-3 5-7 1-0 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 5-7 2-0 [0-0*] [15-0*] [30-0*] [40-0*] [40-15*] 6-3 5-7 3-0 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 5-7 4-0 [0-0*] [0-15*] [0-30*] [0-40*] 6-3 5-7 4-1 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 5-7 5-1 [0-0*] [15-0*] [15-15*] [30-15*] [30-30*] [40-30*] 6-3 5-7 6-1 0-0 [*0-0] [*15-0] [*30-0] [*30-15] [*30-30] [*30-40] [*40-40] [*A-40] 6-3 5-7 6-1 1-0 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] 6-3 5-7 6-1 2-0 [*0-0] [*0-15] [*15-15] [*30-15] [*30-30] [*30-40] [*40-40] [*A-40] [*40-40] [*40-A] [*40-40] [*A-40] 6-3 5-7 6-1 3-0 [0-0*] [15-0*] [30-0*] [40-0*] [40-15*] [40-30*] [40-40*] [40-A*] 6-3 5-7 6-1 3-1 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-3 5-7 6-1 4-1 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [30-40*] [40-40*] [A-40*] [40-40*] [A-40*] 6-3 5-7 6-1 5-1 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] [*40-30] 6-3 5-7 6-1 6-1 [0-0*];"Aces: 3 : 7; Double Faults: 0 : 1; Unforced Errors: 31 : 38; 1st Serve: 78[106] : 64[92]; Winning on 1st Serve: 57[78] : 37[64]; Winning on 2nd Serve: 18[28] : 14[28]; Receiving Points Won: 41[92] : 31[106]; Winners (Includ. Service): 38 : 31; Break Point Conversions: 7[13] : 2[6]; Net Approaches: 23[27] : 12[15]; Total Points Won: 116 : 82; Fastest Serve: 195 : 211; Average 1st Serve Speed: 179 : 185; Average 2nd Serve Speed: 145 : 150; Time: 03:01:00"
Dominic Thiem;Novak Djokovic;French Open - Paris;08/06/2019;01-feb;Clay;6-2 3-6 7-5 5-7 7-5;2.84;1.488;03-feb;-3;53;;0-0 [0-0*] [0-15*] [0-30*] [0-40*] 0-1 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 1-1 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] 2-1 [*0-0] [*15-0] [*30-0] [*40-0] 3-1 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] 3-2 [*0-0] [*15-0] [*30-0] [*40-0] 4-2 [0-0*] [15-0*] [30-0*] [40-0*] 5-2 [*0-0] [*15-0] [*30-0] [*40-0] 6-2 0-0 [0-0*] [0-15*] [0-30*] [0-40*] 6-2 0-1 [*0-0] [*15-0] [*30-0] [*30-15] [*30-30] [*40-30] 6-2 1-1 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] [40-30*] [40-40*] [40-A*] [40-40*] [40-A*] 6-2 1-2 [*0-0] [*15-0] [*30-0] [*40-0] 6-2 2-2 [0-0*] [0-15*] [0-30*] [0-40*] 6-2 2-3 [*0-0] [*15-0] [*30-0] [*30-15] [*30-30] [*40-30] [*40-40] [*A-40] 6-2 3-3 [0-0*] [0-15*] [0-30*] [0-40*] 6-2 3-4 [*0-0] [*0-15] [*15-15] [*15-30] [*15-40] 6-2 3-5 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] 6-2 3-6 0-0 [*0-0] [*15-0] [*30-0] [*40-0] 6-2 3-6 1-0 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [40-30*] [40-40*] [40-A*] [40-40*] [40-A*] 6-2 3-6 1-1 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 6-2 3-6 2-1 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [40-30*] [40-40*] [A-40*] 6-2 3-6 3-1 [*0-0] [*0-15] [*0-30] [*15-30] [*30-30] [*30-40] [*40-40] [*A-40] 6-2 3-6 4-1 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] 6-2 3-6 4-2 [*0-0] [*15-0] [*15-15] [*15-30] [*30-30] [*30-40] 6-2 3-6 4-3 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [30-40*] 6-2 3-6 4-4 [*0-0] [*0-15] [*15-15] [*30-15] [*30-30] [*30-40] [*40-40] [*40-A] [*40-40] [*A-40] 6-2 3-6 5-4 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] [30-40*] 6-2 3-6 5-5 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-2 3-6 6-5 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [30-40*] [40-40*] [40-A*] [40-40*] [A-40*] [40-40*] [40-A*] [40-40*] [A-40*] [40-40*] [A-40*] [40-40*] [A-40*] 6-2 3-6 7-5 0-0 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] [*40-30] 6-2 3-6 7-5 1-0 [0-0*] [0-15*] [0-30*] [0-40*] 6-2 3-6 7-5 1-1 [*0-0] [*0-15] [*0-30] [*15-30] [*30-30] [*30-40] 6-2 3-6 7-5 1-2 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] [40-30*] [40-40*] [A-40*] 6-2 3-6 7-5 2-2 [*0-0] [*0-15] [*0-30] [*0-40] 6-2 3-6 7-5 2-3 [0-0*] [0-15*] [0-30*] [0-40*] 6-2 3-6 7-5 2-4 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*40-30] 6-2 3-6 7-5 3-4 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [40-30*] 6-2 3-6 7-5 4-4 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-2 3-6 7-5 5-4 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] 6-2 3-6 7-5 5-5 [*0-0] [*0-15] [*15-15] [*30-15] [*30-30] [*30-40] 6-2 3-6 7-5 5-6 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] 6-2 3-6 7-5 5-7 0-0 [*0-0] [*15-0] [*30-0] [*40-0] 6-2 3-6 7-5 5-7 1-0 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] [30-40*] [40-40*] [A-40*] [40-40*] [40-A*] 6-2 3-6 7-5 5-7 1-1 [*0-0] [*0-15] [*15-15] [*30-15] [*30-30] [*30-40] [*40-40] [*A-40] 6-2 3-6 7-5 5-7 2-1 [0-0*] [15-0*] [30-0*] [40-0*] [40-15*] 6-2 3-6 7-5 5-7 3-1 [*0-0] [*15-0] [*30-0] [*40-0] [*40-15] [*40-30] 6-2 3-6 7-5 5-7 4-1 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [40-30*] [40-40*] [A-40*] [40-40*] [40-A*] 6-2 3-6 7-5 5-7 4-2 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*30-40] [*40-40] [*40-A] 6-2 3-6 7-5 5-7 4-3 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [40-30*] 6-2 3-6 7-5 5-7 5-3 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] [*40-30] [*40-40] [*40-A] 6-2 3-6 7-5 5-7 5-4 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [30-40*] 6-2 3-6 7-5 5-7 5-5 [*0-0] [*15-0] [*30-0] [*40-0] 6-2 3-6 7-5 5-7 6-5 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [30-40*] [40-40*] [40-A*] [40-40*] [A-40*] [40-40*] [A-40*] 6-2 3-6 7-5 5-7 7-5 [*0-0];"Aces: 4 : 6; Double Faults: 4 : 4; Unforced Errors: 60 : 53; 1st Serve: 103[149] : 133[177]; Winning on 1st Serve: 67[103] : 83[133]; Winning on 2nd Serve: 27[46] : 21[44]; Receiving Points Won: 73[177] : 55[149]; Winners (Includ. Service): 52 : 39; Break Point Conversions: 9[22] : 7[12]; Net Approaches: 18[20] : 35[71]; Total Points Won: 167 : 159; Fastest Serve: 206 : 195; Average 1st Serve Speed: 169 : 174; Average 2nd Serve Speed: 146 : 145; Time: 04:13:00"
Rafael Nadal;Roger Federer;French Open - Paris;07/06/2019;01-feb;Clay;6-3 6-4 6-2;1.191;5.42;3-0;-9;27;;0-0 [*0-0] [*0-15] [*15-15] [*30-15] [*30-30] [*30-40] [*40-40] [*A-40] [*40-40] [*A-40] 1-0 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] [40-30*] [40-40*] [A-40*] 2-0 [*0-0] [*15-0] [*30-0] [*40-0] 3-0 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 3-1 [*0-0] [*15-0] [*15-15] [*15-30] [*30-30] [*40-30] [*40-40] [*40-A] 3-2 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [40-30*] [40-40*] [A-40*] [40-40*] [A-40*] [40-40*] [40-A*] [40-40*] [A-40*] [40-40*] [A-40*] [40-40*] [A-40*] 4-2 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] [*40-30] 5-2 [0-0*] [0-15*] [0-30*] [0-40*] 5-3 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*40-30] [*40-40] [*A-40] 6-3 0-0 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [30-40*] 6-3 0-1 [*0-0] [*0-15] [*0-30] [*15-30] [*15-40] [*30-40] 6-3 0-2 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] [40-30*] [40-40*] [40-A*] [40-40*] [A-40*] 6-3 1-2 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 6-3 2-2 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 6-3 2-3 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 6-3 3-3 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] 6-3 3-4 [*0-0] [*15-0] [*15-15] [*30-15] [*30-30] [*40-30] [*40-40] [*A-40] 6-3 4-4 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] [30-40*] [40-40*] [A-40*] 6-3 5-4 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 6-4 0-0 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [40-30*] [40-40*] [40-A*] 6-3 6-4 0-1 [*0-0] [*15-0] [*30-0] [*40-0] 6-3 6-4 1-1 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] 6-3 6-4 2-1 [*0-0] [*15-0] [*30-0] [*30-15] [*30-30] [*40-30] 6-3 6-4 3-1 [0-0*] [0-15*] [15-15*] [30-15*] [40-15*] 6-3 6-4 4-1 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*40-30] [*40-40] [*A-40] 6-3 6-4 5-1 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] [30-40*] 6-3 6-4 5-2 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] [*40-30] 6-3 6-4 6-2 [0-0*];"Aces: 3 : 3; Double Faults: 1 : 1; Unforced Errors: 19 : 34; 1st Serve: 72[88] : 55[93]; Winning on 1st Serve: 49[72] : 34[55]; Winning on 2nd Serve: 9[16] : 15[38]; Receiving Points Won: 44[93] : 30[88]; Winners (Includ. Service): 33 : 25; Break Point Conversions: 6[16] : 2[4]; Net Approaches: 9[20] : 17[35]; Total Points Won: 102 : 79; Fastest Serve: 193 : 198; Average 1st Serve Speed: 167 : 175; Average 2nd Serve Speed: 143 : 145; Time: 02:25:00"
Dominic Thiem;Karen Khachanov;French Open - Paris;06/06/2019;01-apr;Clay;6-2 6-4 6-2;1.279;4.13;3-0;-10;26;;0-0 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] [30-40*] [40-40*] [40-A*] [40-40*] [40-A*] [40-40*] [40-A*] 0-1 [*0-0] [*15-0] [*30-0] [*30-15] [*30-30] [*40-30] 1-1 [0-0*] [15-0*] [30-0*] [40-0*] [40-15*] [40-30*] 2-1 [*0-0] [*15-0] [*30-0] [*30-15] [*30-30] [*40-30] 3-1 [0-0*] [0-15*] [0-30*] [0-40*] 3-2 [*0-0] [*15-0] [*30-0] [*40-0] 4-2 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] [30-40*] [40-40*] [A-40*] 5-2 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] [*40-30] 6-2 0-0 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] [30-40*] 6-2 0-1 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-2 1-1 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] [30-40*] 6-2 1-2 [*0-0] [*0-15] [*15-15] [*30-15] [*30-30] [*40-30] 6-2 2-2 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] [30-40*] [40-40*] [40-A*] [40-40*] [40-A*] [40-40*] [40-A*] 6-2 2-3 [*0-0] [*15-0] [*30-0] [*40-0] 6-2 3-3 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 6-2 3-4 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-2 4-4 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [40-30*] 6-2 5-4 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] [*40-30] [*40-40] [*A-40] 6-2 6-4 0-0 [0-0*] [0-15*] [0-30*] [0-40*] 6-2 6-4 0-1 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*40-30] [*40-40] [*A-40] 6-2 6-4 1-1 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] 6-2 6-4 1-2 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-2 6-4 2-2 [0-0*] [15-0*] [15-15*] [30-15*] [40-15*] [40-30*] 6-2 6-4 3-2 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] 6-2 6-4 4-2 [0-0*] [15-0*] [30-0*] [40-0*] 6-2 6-4 5-2 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-2 6-4 6-2 [0-0*];"Aces: 3 : 5; Double Faults: 3 : 4; Unforced Errors: 12 : 37; 1st Serve: 46[73] : 57[84]; Winning on 1st Serve: 37[46] : 35[57]; Winning on 2nd Serve: 17[27] : 12[27]; Receiving Points Won: 37[84] : 19[73]; Winners (Includ. Service): 29 : 17; Break Point Conversions: 5[8] : 0[0]; Net Approaches: 9[11] : 11[17]; Total Points Won: 91 : 66; Fastest Serve: 208 : 204; Average 1st Serve Speed: 179 : 183; Average 2nd Serve Speed: 154 : 154; Time: 01:47:00"
Novak Djokovic;Alexander Zverev;French Open - Paris;06/06/2019;01-apr;Clay;7-5 6-2 6-2;1.185;5.54;3-0;-10;28;;0-0 [*0-0] [*0-15] [*0-30] [*15-30] [*30-30] [*40-30] 1-0 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [30-40*] 1-1 [*0-0] [*15-0] [*15-15] [*15-30] [*15-40] [*30-40] [*40-40] [*A-40] 2-1 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] 2-2 [*0-0] [*0-15] [*0-30] [*15-30] [*30-30] [*30-40] [*40-40] [*A-40] 3-2 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 3-3 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 4-3 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] 4-4 [*0-0] [*0-15] [*15-15] [*15-30] [*30-30] [*30-40] 4-5 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [40-30*] 5-5 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 6-5 [0-0*] [0-15*] [15-15*] [30-15*] [40-15*] [40-30*] [40-40*] [A-40*] 7-5 0-0 [*0-0] [*15-0] [*30-0] [*40-0] 7-5 1-0 [0-0*] [0-15*] [15-15*] [30-15*] [40-15*] 7-5 2-0 [*0-0] [*15-0] [*30-0] [*40-0] 7-5 3-0 [0-0*] [15-0*] [15-15*] [30-15*] [30-30*] [40-30*] [40-40*] [40-A*] 7-5 3-1 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 7-5 4-1 [0-0*] [0-15*] [0-30*] [0-40*] 7-5 4-2 [*0-0] [*0-15] [*0-30] [*15-30] [*30-30] [*40-30] [*40-40] [*A-40] 7-5 5-2 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [40-30*] [40-40*] [40-A*] [40-40*] [A-40*] 7-5 6-2 0-0 [*0-0] [*15-0] [*30-0] [*30-15] [*30-30] [*30-40] [*40-40] [*40-A] [*40-40] [*A-40] 7-5 6-2 1-0 [0-0*] [15-0*] [15-15*] [15-30*] [15-40*] 7-5 6-2 1-1 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 7-5 6-2 2-1 [0-0*] [0-15*] [0-30*] [15-30*] [15-40*] 7-5 6-2 2-2 [*0-0] [*15-0] [*30-0] [*40-0] 7-5 6-2 3-2 [0-0*] [0-15*] [15-15*] [30-15*] [30-30*] [40-30*] 7-5 6-2 4-2 [*0-0] [*0-15] [*15-15] [*15-30] [*15-40] [*30-40] [*40-40] [*A-40] 7-5 6-2 5-2 [0-0*] [15-0*] [30-0*] [30-15*] [40-15*] [40-30*] 7-5 6-2 6-2 [*0-0];"Aces: 1 : 10; Double Faults: 4 : 8; Unforced Errors: 18 : 40; 1st Serve: 55[86] : 58[84]; Winning on 1st Serve: 44[55] : 38[58]; Winning on 2nd Serve: 16[31] : 9[26]; Receiving Points Won: 37[84] : 26[86]; Winners (Includ. Service): 24 : 35; Break Point Conversions: 6[11] : 1[8]; Net Approaches: 13[18] : 12[26]; Total Points Won: 97 : 73; Fastest Serve: 198 : 217; Average 1st Serve Speed: 185 : 200; Average 2nd Serve Speed: 143 : 167; Time: 02:09:00"
Rafael Nadal;Kei Nishikori;French Open - Paris;04/06/2019;01-apr;Clay;6-1 6-1 6-3;1.035;17.14;3-0;-13;23;;0-0 [*0-0] [*15-0] [*30-0] [*40-15] 1-0 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [40-30*] 2-0 [*0-0] [*0-15] [*0-30] [*15-30] [*30-30] [*40-30] 3-0 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] [30-40*] [40-40*] [A-40*] [40-40*] [40-A*] 3-1 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] [*40-30] 4-1 [0-0*] [15-0*] [15-15*] [30-15*] [30-30*] [40-30*] 5-1 [*0-0] [*0-15] [*15-15] [*30-15] [*40-15] 6-1 0-0 [0-0*] [15-0*] [30-0*] [40-0*] 6-1 1-0 [*0-0] [*15-0] [*15-15] [*15-30] [*15-40] 6-1 1-1 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [30-40*] [40-40*] [A-40*] 6-1 2-1 [*0-0] [*15-0] [*30-0] [*30-15] [*40-15] 6-1 3-1 [0-0*] [0-15*] [15-15*] [15-30*] [30-30*] [40-30*] [40-40*] [40-A*] [40-40*] [A-40*] 6-1 4-1 [*0-0] [*15-0] [*30-0] [*40-0] 6-1 5-1 [0-0*] [0-15*] [0-30*] [15-30*] [30-30*] [40-30*] 6-1 6-1 0-0 [*0-0] [*15-0] [*15-15] [*15-30] [*15-40] [*30-40] [*40-40] [*40-A] [*40-40] [*40-A] [*40-40] [*A-40] 6-1 6-1 1-0 [0-0*] [15-0*] [15-15*] [30-15*] [40-15*] [40-30*] [40-40*] [40-A*] 6-1 6-1 1-1 [*0-0] [*15-0] [*30-0] [*30-15] [*30-30] [*40-30] 6-1 6-1 2-1 [0-0*] [15-0*] [15-15*] [15-30*] [30-30*] [40-30*] 6-1 6-1 3-1 [*0-0] [*15-0] [*15-15] [*30-15] [*40-15] 6-1 6-1 4-1 [0-0*] [0-15*] [0-30*] [0-40*] [15-40*] 6-1 6-1 4-2 [*0-0] [*15-0] [*30-0] [*40-0] 6-1 6-1 5-2 [0-0*] [0-15*] [15-15*] [15-30*] [15-40*] 6-1 6-1 5-3 [*0-0] [*15-0] [*15-15] [*15-30] [*30-30] [*40-30] 6-1 6-1 6-3 [0-0*];"Aces: 3 : 2; Double Faults: 3 : 1; Unforced Errors: 22 : 30; 1st Serve: 50[69] : 54[74]; Winning on 1st Serve: 38[50] : 24[54]; Winning on 2nd Serve: 10[19] : 10[20]; Receiving Points Won: 40[74] : 21[69]; Winners (Includ. Service): 29 : 17; Break Point Conversions: 7[11] : 1[5]; Net Approaches: 8[9] : 7[10]; Total Points Won: 88 : 55; Fastest Serve: 198 : 190; Average 1st Serve Speed: 179 : 171; Average 2nd Serve Speed: 146 : 143; Time: 01:51:00"
